Tenure_Years,Total_Amount,total_renewal_score_new,sustainability_score,anchoring_score,Current_Anchorings,Call_Direction,Renewal_Impact_Due_to_Price_Increase,Band,prospect_outcome,score_per_tenure,is_low_tenure,score_category,label,churn_probability,prediction
11,1257.0,36.0,8.0,9.5,3,OUT_BOUND,No,Band C2,1,3.0,0,Medium,1,0.9872787,1
19,1154.0,35.0,8.0,9.5,3,OUT_BOUND,No,Band C2,1,1.75,0,Medium,1,0.996227,1
4,1004.0,34.0,8.0,9.5,3,OUT_BOUND,No,Band C2,1,6.8,0,Medium,1,0.99718636,1
1,1004.0,33.0,8.0,9.5,3,OUT_BOUND,No,Band C2,1,16.5,1,Medium,1,0.9959187,1
15,1264.0,33.0,8.0,7.5,0,OUT_BOUND,Yes,Band C2,1,2.0625,0,Medium,1,0.9994382,1
2,1404.0,33.5,8.0,9.5,3,OUT_BOUND,No,Band D,1,11.166666666666666,1,Medium,1,0.99784255,1
1,1569.0,33.0,8.0,9.5,6,OUT_BOUND,No,Band D,1,16.5,1,Medium,1,0.9966037,1
4,1428.0,42.0,8.0,9.5,4,OUT_BOUND,No,Band D,1,8.4,0,Medium,1,0.39401293,0
4,1823.0,43.0,8.0,9.5,8,OUT_BOUND,No,Band D,1,8.6,0,Medium,1,0.2472693,0
6,1459.0,35.5,8.0,9.5,3,OUT_BOUND,No,Band E,1,5.071428571428571,0,Medium,1,0.90089864,1
8,1404.0,35.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,3.888888888888889,0,Medium,1,0.9852997,1
1,1404.0,33.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,16.5,1,Medium,1,0.99813807,1
16,2132.0,42.0,8.0,9.5,9,OUT_BOUND,No,Band E,1,2.4705882352941178,0,Medium,1,0.6835312,1
8,1459.0,34.5,8.0,9.0,2,OUT_BOUND,No,Band E,1,3.8333333333333335,0,Medium,1,0.9874494,1
7,1200.8,35.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,4.375,0,Medium,1,0.99536765,1
3,759.8,34.0,8.0,9.5,3,OUT_BOUND,No,Band C2,1,8.5,1,Medium,1,0.99910873,1
4,1345.2,40.5,8.0,9.0,2,OUT_BOUND,No,Band E,1,8.1,0,Medium,1,0.5359887,1
4,804.4,34.0,8.0,9.5,3,OUT_BOUND,No,Band D,1,6.8,0,Medium,1,0.99843174,1
0,841.2,34.5,8.0,9.5,3,OUT_BOUND,No,Band C2,1,34.5,1,Medium,1,0.99821293,1
22,797.0,35.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,1.5217391304347827,0,Medium,1,0.9993394,1
17,1161.2,35.0,8.0,9.5,3,OUT_BOUND,No,Band D,1,1.9444444444444444,0,Medium,1,0.99789125,1
0,759.8,34.0,8.0,9.0,2,OUT_BOUND,No,Band C2,1,34.0,1,Medium,1,0.99899524,1
12,1016.8,35.0,8.0,9.5,5,OUT_BOUND,No,Band D,1,2.6923076923076925,0,Medium,1,0.98460174,1
17,1236.8,35.0,8.0,9.5,9,OUT_BOUND,No,Band D,1,1.9444444444444444,0,Medium,1,0.9963481,1
12,1174.2,35.0,8.0,9.5,6,OUT_BOUND,No,Band D,1,2.6923076923076925,0,Medium,1,0.98312885,1
4,977.0,34.0,8.0,9.5,8,OUT_BOUND,Yes,Band D,1,6.8,0,Medium,1,0.99593675,1
10,775.0,35.0,8.0,9.5,4,OUT_BOUND,No,Band C2,1,3.1818181818181817,0,Medium,1,0.9498368,1
7,896.2,35.0,8.0,9.5,4,OUT_BOUND,No,Band C2,1,4.375,0,Medium,1,0.9359204,1
3,1161.2,43.0,8.0,9.5,3,OUT_BOUND,UnKnown,Band D,1,10.75,1,Medium,1,0.59634626,1
1,1224.8,38.0,8.0,7.5,0,OUT_BOUND,No,Band E,1,19.0,1,Medium,1,0.9202788,1
4,1056.4,34.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,6.8,0,Medium,1,0.99921393,1
3,1097.2,42.5,8.0,9.5,3,OUT_BOUND,No,Band C2,1,10.625,1,Medium,1,0.43055883,0
2,1798.0,40.5,8.0,9.5,3,OUT_BOUND,No,Band E,1,13.5,1,Medium,1,0.69632566,1
10,1742.3,44.0,8.0,9.5,8,OUT_BOUND,No,Band E,1,4.0,0,Medium,1,0.033238016,0
10,1568.0,42.0,8.0,9.5,4,OUT_BOUND,No,Band D,1,3.8181818181818183,0,Medium,1,0.40852943,0
6,1884.0,43.5,8.0,9.5,8,OUT_BOUND,No,Band D,1,6.214285714285714,0,Medium,1,0.29218107,0
6,1334.0,34.5,8.0,9.5,3,OUT_BOUND,No,Band D,1,4.928571428571429,0,Medium,1,0.9922774,1
4,1524.0,33.5,8.0,9.0,2,OUT_BOUND,Yes,Band E,1,6.7,0,Medium,1,0.9968443,1
22,1829.0,35.0,8.0,9.5,10,OUT_BOUND,No,Band D,1,1.5217391304347827,0,Medium,1,0.92635995,1
1,1524.0,33.0,8.0,9.5,3,OUT_BOUND,No,Band E,1,16.5,1,Medium,1,0.9973465,1
1,1124.0,32.5,8.0,9.0,2,OUT_BOUND,No,Band C2,1,16.25,1,Medium,1,0.9971347,1
6,1744.0,34.5,8.0,9.5,8,OUT_BOUND,No,Band E,1,4.928571428571429,0,Medium,1,0.96989125,1
3,1599.0,34.0,8.0,9.5,4,OUT_BOUND,No,Band D,1,8.5,1,Medium,1,0.99408215,1
20,1554.0,35.0,8.0,9.5,3,OUT_BOUND,Yes,Band E,1,1.6666666666666667,0,Medium,1,0.9891221,1
4,1829.0,34.0,8.0,9.5,4,OUT_BOUND,No,Band E,1,6.8,0,Medium,1,0.98132014,1
23,2324.0,35.0,8.0,9.5,12,OUT_BOUND,Yes,Band E,1,1.4583333333333333,0,Medium,1,0.9884673,1
12,1234.0,35.0,8.0,9.5,5,IN_BOUND,No,Band C2,1,2.6923076923076925,0,Medium,1,0.75234693,1
17,1665.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band D,0,2.5277777777777777,0,Medium,0,0.013614585,0
20,1902.0,45.5,9.5,9.5,8,OUT_BOUND,No,Band D,0,2.1666666666666665,0,Medium,0,0.0017739877,0
4,1214.0,43.5,9.5,9.0,2,OUT_BOUND,No,Band D,0,8.7,0,Medium,0,0.19050176,0
10,1077.0,43.0,9.0,9.5,5,OUT_BOUND,No,Band E,1,3.909090909090909,0,Medium,1,0.7793797,1
3,1404.0,44.0,9.0,9.5,4,IN_BOUND,No,Band E,0,11.0,1,Medium,0,0.0796177,0
16,1634.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band E,0,2.588235294117647,0,Medium,0,0.053078726,0
9,1063.2,42.0,8.0,9.5,4,OUT_BOUND,No,Band C1,0,4.2,0,Medium,0,0.36973065,0
7,1634.0,43.0,8.0,9.5,5,OUT_BOUND,No,Band E,0,5.375,0,Medium,0,0.21588862,0
3,1073.2,44.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,11.125,1,Medium,0,0.022705786,0
5,1161.2,45.0,9.5,9.5,3,OUT_BOUND,No,Band E,0,7.5,0,Medium,0,0.114132464,0
2,1294.2,44.5,9.5,9.5,7,OUT_BOUND,No,Band D,0,14.833333333333334,1,Medium,0,0.012987826,0
11,1174.2,45.5,9.5,9.5,6,IN_BOUND,No,Band D,0,3.7916666666666665,0,Medium,0,0.009996351,0
14,1719.0,45.5,9.5,9.5,15,OUT_BOUND,No,Band C2,0,3.033333333333333,0,Medium,0,0.0040188846,0
17,1004.0,44.5,9.0,9.0,2,IN_BOUND,No,Band C2,0,2.4722222222222223,0,Medium,0,0.013297228,0
18,1799.0,44.0,9.0,9.5,6,OUT_BOUND,No,Band E,0,2.3157894736842106,0,Medium,0,0.0021873189,0
12,1737.0,45.5,9.5,9.5,4,OUT_BOUND,No,Band E,0,3.5,0,Medium,0,0.009997521,0
15,2053.0,44.0,8.0,9.5,9,OUT_BOUND,No,Band E,0,2.75,0,Medium,0,0.10708489,0
9,1269.0,45.0,9.0,9.5,5,IN_BOUND,No,Band D,0,4.5,0,Medium,0,0.057943862,0
22,1324.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band D,0,1.9130434782608696,0,Medium,0,0.011204895,0
11,1434.0,45.5,9.5,9.5,7,OUT_BOUND,No,Band D,0,3.7916666666666665,0,Medium,0,0.008192489,0
22,1764.0,45.5,9.5,9.5,16,OUT_BOUND,No,Band D,0,1.9782608695652173,0,Medium,0,0.0024135732,0
16,1269.0,46.5,9.5,9.5,5,OUT_BOUND,No,Band D,0,2.735294117647059,0,Medium,0,0.10421764,0
10,1114.0,44.5,9.5,9.5,5,OUT_BOUND,No,Band C2,0,4.045454545454546,0,Medium,0,0.028911933,0
17,1871.0,44.0,8.0,9.5,8,OUT_BOUND,No,Band C2,0,2.4444444444444446,0,Medium,0,0.059472118,0
8,1264.0,46.5,9.5,9.5,4,IN_BOUND,No,Band C2,0,5.166666666666667,0,Medium,0,0.019713165,0
12,2374.0,46.5,9.5,9.5,22,IN_BOUND,No,Band C2,0,3.576923076923077,0,Medium,0,0.0006162455,0
10,1209.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,4.0,0,Medium,0,0.10945627,0
9,2214.0,44.0,8.0,9.5,13,OUT_BOUND,No,Band E,0,4.4,0,Medium,0,0.015448757,0
11,1829.0,43.0,8.0,9.5,4,OUT_BOUND,No,Band E,0,3.5833333333333335,0,Medium,0,0.039406106,0
17,1919.0,45.5,9.5,9.5,5,OUT_BOUND,No,Band E,0,2.5277777777777777,0,Medium,0,0.014579764,0
13,2228.0,45.5,9.5,9.5,7,IN_BOUND,No,Band E,0,3.25,0,Medium,0,0.048860725,0
15,1877.0,45.5,9.5,9.5,4,IN_BOUND,No,Band E,0,2.84375,0,Medium,0,0.015775053,0
7,1719.0,45.5,9.5,9.5,11,OUT_BOUND,No,Band D,0,5.6875,0,Medium,0,0.0024888467,0
20,3509.0,46.0,9.0,9.5,44,OUT_BOUND,No,Band D,0,2.1904761904761907,0,Medium,0,0.0009802217,0
9,1569.0,45.5,9.5,9.5,7,OUT_BOUND,No,Band D,0,4.55,0,Medium,0,0.016503438,0
7,1544.0,44.5,9.5,9.5,3,OUT_BOUND,No,Band D,0,5.5625,0,Medium,0,0.060698435,0
19,2129.0,45.5,9.5,9.5,10,OUT_BOUND,No,Band E,0,2.275,0,Medium,0,0.001634626,0
14,2394.0,45.5,9.5,9.5,20,IN_BOUND,No,Band E,0,3.033333333333333,0,Medium,0,0.0037354468,0
1,1524.0,43.5,8.0,9.5,3,OUT_BOUND,No,Band E,0,21.75,1,Medium,0,0.061527688,0
3,1419.0,44.5,9.5,9.5,5,OUT_BOUND,No,Band D,0,11.125,1,Medium,0,0.056066267,0
1,1364.0,44.0,9.5,9.5,7,OUT_BOUND,No,Band D,0,22.0,1,Medium,0,0.04195764,0
4,1912.0,44.0,9.0,9.5,4,OUT_BOUND,No,Band E,0,8.8,0,Medium,0,0.11755267,0
0,2194.0,45.0,9.5,9.5,14,IN_BOUND,No,Band E,0,45.0,1,Medium,0,0.033130545,0
3,1178.0,44.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,11.0,1,Medium,0,0.009744052,0
3,1124.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band C2,1,11.375,1,Medium,1,0.017345518,0
2,1549.0,44.0,9.0,9.5,7,OUT_BOUND,No,Band C2,0,14.666666666666666,1,Medium,0,0.0058093225,0
6,1809.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band E,0,6.285714285714286,0,Medium,0,0.11130456,0
4,1634.0,45.0,9.5,9.5,3,OUT_BOUND,No,Band E,0,9.0,0,Medium,0,0.02923565,0
4,1329.0,43.5,8.0,9.5,3,OUT_BOUND,No,Band C2,0,8.7,0,Medium,0,0.10195962,0
1,1214.0,43.0,8.0,9.0,2,IN_BOUND,No,Band D,0,21.5,1,Medium,0,0.11978844,0
2,1634.0,43.0,9.5,9.0,2,OUT_BOUND,No,Band E,0,14.333333333333334,1,Medium,0,0.051456735,0
4,1658.0,44.5,9.5,9.5,3,OUT_BOUND,No,Band E,0,8.9,0,Medium,0,0.044698022,0
4,1397.0,45.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,9.0,0,Medium,0,0.009256322,0
4,1264.0,45.5,9.0,9.5,7,OUT_BOUND,No,Band C2,0,9.1,0,Medium,0,0.004740781,0
6,1774.0,45.0,8.0,9.5,3,OUT_BOUND,No,Band E,0,6.428571428571429,0,Medium,0,0.037712913,0
5,2194.0,45.5,9.0,9.5,9,IN_BOUND,No,Band E,0,7.583333333333333,0,Medium,0,0.030530639,0
6,2049.0,45.5,9.5,9.5,8,OUT_BOUND,No,Band E,0,6.5,0,Medium,0,0.07844594,0
5,2029.0,44.5,9.0,9.5,7,OUT_BOUND,No,Band E,0,7.416666666666667,0,Medium,0,0.07579576,0
6,1444.0,43.0,8.0,9.5,4,OUT_BOUND,No,Band D,0,6.142857142857143,0,Medium,0,0.30799815,0
6,1389.0,45.0,9.0,9.5,6,OUT_BOUND,No,Band D,0,6.428571428571429,0,Medium,0,0.020917466,0
3,1269.0,45.0,9.0,9.5,5,IN_BOUND,No,Band D,0,11.25,1,Medium,0,0.03244621,0
0,1059.0,46.0,9.5,9.5,4,OUT_BOUND,No,Band C2,0,46.0,1,Medium,0,0.050863728,0
3,1179.0,44.5,9.5,9.5,4,IN_BOUND,No,Band C2,0,11.125,1,Medium,0,0.018631075,0
3,1348.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band D,0,11.0,1,Medium,0,0.06392542,0
5,1124.0,45.0,9.5,9.5,3,OUT_BOUND,No,Band C2,0,7.5,0,Medium,0,0.020384207,0
5,1264.0,43.5,8.0,9.5,5,OUT_BOUND,No,Band C2,0,7.25,0,Medium,0,0.06938454,0
4,1289.0,46.0,9.5,9.5,7,IN_BOUND,No,Band C2,0,9.2,0,Medium,0,0.0040822034,0
5,1209.0,44.5,8.0,9.5,3,OUT_BOUND,No,Band C2,0,7.416666666666667,0,Medium,0,0.055866648,0
3,1059.0,44.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,11.0,1,Medium,0,0.016824994,0
2,1004.0,43.0,8.0,9.5,3,OUT_BOUND,No,Band C2,0,14.333333333333334,1,Medium,0,0.117694385,0
3,1329.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band C2,0,11.0,1,Medium,0,0.03925058,0
5,1439.0,45.5,9.0,9.5,4,IN_BOUND,No,Band C2,0,7.583333333333333,0,Medium,0,0.009308896,0
2,1329.0,44.0,8.0,9.5,4,IN_BOUND,No,Band C2,0,14.666666666666666,1,Medium,0,0.019375684,0
4,1154.0,44.5,8.0,9.5,3,OUT_BOUND,No,Band C2,0,8.9,0,Medium,0,0.041365013,0
5,1459.0,43.5,8.0,9.5,7,IN_BOUND,No,Band C2,0,7.25,0,Medium,0,0.016719254,0
3,1349.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,11.0,1,Medium,0,0.022037541,0
3,1569.0,43.0,8.0,9.5,10,OUT_BOUND,No,Band C2,0,10.75,1,Medium,0,0.020255027,0
6,1209.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,6.285714285714286,0,Medium,0,0.07171136,0
2,1748.0,45.0,9.5,9.5,7,OUT_BOUND,No,Band C2,0,15.0,1,Medium,0,0.012860175,0
3,1353.0,45.5,9.5,9.5,4,OUT_BOUND,No,Band C2,0,11.375,1,Medium,0,0.008532253,0
4,1257.0,44.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,8.8,0,Medium,0,0.02849331,0
6,1397.0,45.5,9.0,9.5,4,OUT_BOUND,No,Band C2,0,6.5,0,Medium,0,0.020232985,0
4,1178.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,9.1,0,Medium,0,0.019769749,0
2,1178.0,40.5,8.0,8.5,1,OUT_BOUND,No,Band C2,0,13.5,1,Medium,0,0.24290667,0
2,1737.0,43.0,9.5,9.5,4,OUT_BOUND,No,Band E,0,14.333333333333334,1,Medium,0,0.09764013,0
6,1956.0,45.5,9.0,9.5,5,OUT_BOUND,No,Band E,0,6.5,0,Medium,0,0.051213965,0
4,1833.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band E,0,8.8,0,Medium,0,0.10928068,0
5,1737.0,44.5,8.0,9.5,3,OUT_BOUND,No,Band E,0,7.416666666666667,0,Medium,0,0.065572016,0
5,1809.0,45.0,9.5,9.5,3,OUT_BOUND,No,Band E,0,7.5,0,Medium,0,0.027616791,0
2,1864.0,43.0,8.0,9.5,6,OUT_BOUND,No,Band E,0,14.333333333333334,1,Medium,0,0.11223431,0
0,1744.0,45.5,9.0,9.5,5,OUT_BOUND,No,Band E,0,45.5,1,Medium,0,0.02383762,0
2,1829.0,44.5,9.5,9.5,6,OUT_BOUND,No,Band E,0,14.833333333333334,1,Medium,0,0.04759148,0
5,1919.0,46.0,9.5,9.5,4,OUT_BOUND,No,Band E,0,7.666666666666667,0,Medium,0,0.02326184,0
4,1364.0,43.5,8.0,9.5,3,OUT_BOUND,No,Band D,0,8.7,0,Medium,0,0.15951131,0
3,1364.0,45.0,9.5,9.0,2,OUT_BOUND,No,Band D,0,11.25,1,Medium,0,0.019219289,0
5,1214.0,43.5,8.0,9.5,5,OUT_BOUND,No,Band D,0,7.25,0,Medium,0,0.20026895,0
1,1334.0,43.5,9.5,9.0,2,OUT_BOUND,No,Band D,0,21.75,1,Medium,0,0.028821114,0
2,1419.0,44.5,9.5,9.5,4,OUT_BOUND,No,Band D,0,14.833333333333334,1,Medium,0,0.039110214,0
5,1389.0,44.0,8.0,9.0,2,OUT_BOUND,No,Band D,0,7.333333333333333,0,Medium,0,0.10789388,0
3,1389.0,43.0,8.0,9.5,3,IN_BOUND,No,Band D,0,10.75,1,Medium,0,0.21845408,0
8,1389.0,45.0,9.0,9.5,3,OUT_BOUND,No,Band D,0,5.0,0,Medium,0,0.03866476,0
12,1389.0,46.5,9.5,9.5,4,OUT_BOUND,No,Band D,1,3.576923076923077,0,Medium,1,0.12079472,0
9,1829.0,44.0,8.0,9.5,13,OUT_BOUND,No,Band D,0,4.4,0,Medium,0,0.026549626,0
20,1774.0,46.5,9.5,9.5,11,OUT_BOUND,No,Band D,0,2.2142857142857144,0,Medium,0,0.00018215251,0
12,2049.0,44.5,9.5,9.5,14,OUT_BOUND,No,Band D,0,3.423076923076923,0,Medium,0,0.032209646,0
11,1554.0,45.0,9.0,9.5,5,OUT_BOUND,No,Band D,0,3.75,0,Medium,0,0.012817213,0
11,1334.0,42.5,8.0,9.0,2,OUT_BOUND,No,Band D,0,3.5416666666666665,0,Medium,0,0.15323618,0
10,1499.0,46.0,9.0,9.5,8,OUT_BOUND,No,Band D,0,4.181818181818182,0,Medium,0,0.0071373503,0
7,1334.0,46.5,9.5,9.5,3,IN_BOUND,No,Band D,0,5.8125,0,Medium,0,0.015729852,0
9,1719.0,45.0,8.0,9.5,8,OUT_BOUND,No,Band D,0,4.5,0,Medium,0,0.03146734,0
9,1444.0,45.0,8.0,9.5,5,IN_BOUND,No,Band D,0,4.5,0,Medium,0,0.10366971,0
8,1334.0,46.5,9.5,9.5,3,OUT_BOUND,No,Band D,0,5.166666666666667,0,Medium,0,0.1027523,0
10,1334.0,45.5,9.5,9.5,3,IN_BOUND,No,Band D,0,4.136363636363637,0,Medium,0,0.058642626,0
20,1664.0,46.5,9.5,9.5,8,OUT_BOUND,No,Band D,0,2.2142857142857144,0,Medium,0,0.0006378523,0
11,1664.0,46.5,9.5,9.5,8,OUT_BOUND,No,Band D,0,3.875,0,Medium,0,0.0067861862,0
10,1444.0,46.5,9.5,9.5,6,OUT_BOUND,No,Band D,0,4.2272727272727275,0,Medium,0,0.01560878,0
12,1474.0,45.0,8.0,9.5,5,OUT_BOUND,No,Band D,0,3.4615384615384617,0,Medium,0,0.037406627,0
7,1529.0,44.5,9.5,9.5,6,IN_BOUND,No,Band D,0,5.5625,0,Medium,0,0.018626539,0
12,2024.0,45.5,9.5,9.5,13,OUT_BOUND,No,Band D,0,3.5,0,Medium,0,0.009270395,0
21,1554.0,45.5,9.5,9.5,8,OUT_BOUND,No,Band D,0,2.0681818181818183,0,Medium,0,0.0008093972,0
7,1334.0,45.5,9.5,9.5,3,IN_BOUND,No,Band D,0,5.6875,0,Medium,0,0.0168564,0
16,1444.0,46.5,9.5,9.5,5,OUT_BOUND,No,Band D,0,2.735294117647059,0,Medium,0,0.0885659,0
11,1444.0,46.5,9.5,9.5,5,OUT_BOUND,No,Band D,0,3.875,0,Medium,0,0.13540445,0
17,2024.0,46.5,9.5,9.5,14,OUT_BOUND,No,Band D,0,2.5833333333333335,0,Medium,0,0.030076554,0
12,1419.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band D,0,3.3846153846153846,0,Medium,0,0.12008972,0
15,1884.0,45.0,9.0,9.5,12,OUT_BOUND,No,Band D,0,2.8125,0,Medium,0,0.0075558894,0
8,1264.0,45.5,9.5,9.5,4,OUT_BOUND,No,Band D,0,5.055555555555555,0,Medium,0,0.15406686,0
12,1912.0,45.0,9.0,9.5,4,OUT_BOUND,No,Band E,0,3.4615384615384617,0,Medium,0,0.007897247,0
10,2386.0,45.5,9.5,9.5,10,OUT_BOUND,No,Band E,0,4.136363636363637,0,Medium,0,0.0034879905,0
10,1329.0,45.5,9.5,9.5,4,OUT_BOUND,No,Band C2,0,4.136363636363637,0,Medium,0,0.014669264,0
8,1384.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,4.888888888888889,0,Medium,0,0.04227063,0
11,1374.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band C2,0,3.7916666666666665,0,Medium,0,0.002497905,0
21,1539.0,46.5,9.5,9.5,9,OUT_BOUND,No,Band C2,0,2.1136363636363638,0,Medium,0,0.0002374815,0
17,1154.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,2.5277777777777777,0,Medium,0,0.017127393,0
17,1374.0,45.5,9.5,9.5,11,OUT_BOUND,No,Band C2,0,2.5277777777777777,0,Medium,0,0.00626551,0
12,1154.0,45.0,9.0,9.5,3,OUT_BOUND,No,Band C2,0,3.4615384615384617,0,Medium,0,0.007640854,0
9,1179.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,4.4,0,Medium,0,0.060002606,0
23,1344.0,46.5,9.5,9.5,7,OUT_BOUND,No,Band C2,0,1.9375,0,Medium,0,0.0010395354,0
22,1234.0,44.0,8.0,9.5,5,OUT_BOUND,No,Band C2,0,1.9130434782608696,0,Medium,0,0.009568921,0
20,1124.0,46.5,9.5,9.5,3,IN_BOUND,No,Band C2,0,2.2142857142857144,0,Medium,0,0.0040908237,0
19,1234.0,45.5,9.5,9.5,5,OUT_BOUND,No,Band C2,0,2.275,0,Medium,0,0.0022761836,0
15,1179.0,45.5,9.5,9.5,4,OUT_BOUND,No,Band C2,0,2.84375,0,Medium,0,0.018011393,0
16,1344.0,44.0,8.0,9.5,9,OUT_BOUND,No,Band C2,0,2.588235294117647,0,Medium,0,0.043036096,0
14,1454.0,45.5,9.5,9.5,9,OUT_BOUND,No,Band C2,0,3.033333333333333,0,Medium,0,0.0045299497,0
9,1344.0,46.5,9.5,9.5,9,OUT_BOUND,No,Band C2,0,4.65,0,Medium,0,0.0018455989,0
15,1179.0,45.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,2.8125,0,Medium,0,0.040191304,0
15,1877.0,46.0,9.0,9.5,5,OUT_BOUND,No,Band E,0,2.875,0,Medium,0,0.015397514,0
14,2214.0,44.5,9.5,9.5,11,OUT_BOUND,No,Band E,0,2.966666666666667,0,Medium,0,0.0039003654,0
19,2104.0,45.0,9.0,9.5,8,OUT_BOUND,No,Band E,0,2.25,0,Medium,0,0.0042203567,0
22,3062.0,44.0,8.0,9.5,19,OUT_BOUND,No,Band E,0,1.9130434782608696,0,Medium,0,0.016209273,0
17,1877.0,45.5,9.5,9.5,4,IN_BOUND,No,Band E,0,2.5277777777777777,0,Medium,0,0.021590697,0
16,1939.0,46.0,9.0,9.5,8,OUT_BOUND,No,Band E,0,2.7058823529411766,0,Medium,0,0.009252194,0
13,2379.0,46.5,9.5,9.5,13,OUT_BOUND,No,Band E,0,3.3214285714285716,0,Medium,0,0.008631479,0
16,1994.0,46.5,9.5,9.5,8,OUT_BOUND,No,Band E,0,2.735294117647059,0,Medium,0,0.018836413,0
9,2104.0,44.0,9.0,9.5,9,OUT_BOUND,No,Band E,0,4.4,0,Medium,0,0.04595864,0
8,1877.0,45.0,8.0,9.5,4,IN_BOUND,No,Band E,0,5.0,0,Medium,0,0.01969724,0
13,2104.0,45.0,8.0,9.5,9,OUT_BOUND,No,Band E,0,3.2142857142857144,0,Medium,0,0.038566954,0
16,2544.0,46.5,9.5,9.5,18,OUT_BOUND,No,Band E,0,2.735294117647059,0,Medium,0,0.0024203002,0
16,2049.0,45.5,9.5,9.5,9,OUT_BOUND,No,Band E,0,2.676470588235294,0,Medium,0,0.025683375,0
18,2104.0,46.0,9.0,9.5,9,IN_BOUND,No,Band E,0,2.4210526315789473,0,Medium,0,0.050704356,0
10,1349.0,46.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,4.181818181818182,0,Medium,0,0.009762367,0
17,1404.0,46.5,9.5,9.5,5,OUT_BOUND,No,Band C2,0,2.5833333333333335,0,Medium,0,0.02306628,0
7,1349.0,46.5,9.5,9.5,4,OUT_BOUND,No,Band C2,0,5.8125,0,Medium,0,0.0057681603,0
17,1569.0,44.0,8.0,9.5,9,IN_BOUND,No,Band C2,0,2.4444444444444446,0,Medium,0,0.015172024,0
19,1624.0,44.0,8.0,9.5,10,OUT_BOUND,No,Band C2,0,2.2,0,Medium,0,0.0010808345,0
9,1294.0,46.0,9.0,9.5,3,OUT_BOUND,No,Band C2,0,4.6,0,Medium,0,0.019564984,0
7,1555.0,45.0,8.0,9.5,7,OUT_BOUND,No,Band C2,0,5.625,0,Medium,0,0.0034196947,0
21,1950.0,46.0,9.0,9.5,9,OUT_BOUND,No,Band C2,0,2.090909090909091,0,Medium,0,0.0003388334,0
13,1294.0,45.0,9.0,9.5,4,IN_BOUND,No,Band C2,0,3.2142857142857144,0,Medium,0,0.005967517,0
11,1679.0,45.5,9.5,9.5,11,OUT_BOUND,No,Band C2,0,3.7916666666666665,0,Medium,0,0.00050428044,0
7,1397.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,5.5,0,Medium,0,0.052762795,0
17,1184.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,2.5277777777777777,0,Medium,0,0.059952408,0
20,2094.0,45.0,8.0,9.5,18,OUT_BOUND,No,Band D,0,2.142857142857143,0,Medium,0,0.0016725097,0
22,1319.0,45.0,8.0,9.5,6,IN_BOUND,No,Band C2,0,1.9565217391304348,0,Medium,0,0.00026870973,0
11,1379.0,45.5,9.5,9.5,6,IN_BOUND,No,Band D,0,3.7916666666666665,0,Medium,0,0.007680474,0
10,854.0,45.5,9.5,9.5,3,IN_BOUND,No,Band C1,0,4.136363636363637,0,Medium,0,0.14664088,0
10,1209.0,45.0,9.0,9.5,4,IN_BOUND,No,Band C2,0,4.090909090909091,0,Medium,0,0.00985441,0
20,1444.0,45.0,9.0,9.5,10,OUT_BOUND,No,Band C2,0,2.142857142857143,0,Medium,0,0.00062882743,0
17,1279.0,45.5,9.5,9.5,7,OUT_BOUND,No,Band C2,0,2.5277777777777777,0,Medium,0,0.014160133,0
7,1224.0,44.0,8.0,9.5,5,OUT_BOUND,No,Band C2,0,5.5,0,Medium,0,0.08850682,0
16,1004.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,2.676470588235294,0,Medium,0,0.027981317,0
